month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,O3_target
2.0,17.0,12.0,194.15,22.43,31.36,19.7,3.31,-0.57,-0.46,65.97
2.0,17.0,13.0,208.29,22.94,30.76,19.59,2.84,-0.65,-0.63,37.88
2.0,17.0,14.0,222.43,23.46,30.46,19.49,2.36,-0.74,-0.8,6.17
2.0,17.0,15.0,236.57,23.97,26.32,19.39,1.88,-0.82,-0.97,3.88
2.0,17.0,16.0,233.34,24.13,26.9,19.08,0.03,-0.05,-0.92,3.92
2.0,17.0,17.0,230.1,24.28,25.19,18.78,-1.82,0.72,-0.86,4.33
2.0,17.0,18.0,226.87,24.44,29.3,18.48,-3.67,1.5,-0.8,3.7
2.0,17.0,19.0,232.82,25.35,29.38,19.32,-2.74,1.22,-0.81,3.28
2.0,17.0,20.0,238.76,26.26,29.51,20.15,-1.8,0.95,-0.82,3.3
2.0,17.0,21.0,244.7,27.16,28.96,20.99,-0.87,0.67,-0.83,3.73
2.0,17.0,22.0,216.63,25.08,29.14,20.84,-0.57,0.2,-1.2,3.5
2.0,17.0,23.0,188.55,22.99,29.49,20.7,-0.26,-0.27,-1.57,3.98
7.0,11.0,0.0,185.24,22.43,20.45,22.29,-2.5,3.0,-0.17,5.05
7.0,11.0,1.0,160.16,26.93,19.93,21.82,-2.11,2.34,-0.24,5.12
7.0,11.0,2.0,135.08,31.44,17.2,21.35,-1.72,1.67,-0.31,7.12
7.0,11.0,3.0,110.0,35.94,17.28,20.87,-1.33,1.0,-0.38,6.65
7.0,11.0,4.0,108.08,31.3,18.86,20.24,-0.37,0.53,0.03,14.57
7.0,11.0,5.0,106.15,26.66,17.8,19.6,0.59,0.06,0.43,34.58
7.0,11.0,6.0,104.22,22.02,17.01,18.96,1.55,-0.41,0.83,36.55
7.0,11.0,7.0,105.2,21.49,16.55,18.95,1.63,-0.74,0.59,40.75
7.0,11.0,8.0,106.17,20.96,16.9,18.94,1.72,-1.07,0.34,47.27
7.0,11.0,9.0,107.15,20.42,19.33,18.93,1.81,-1.4,0.09,40.6
7.0,11.0,10.0,107.07,20.51,19.86,18.51,1.43,-0.91,-0.08,24.52
7.0,11.0,11.0,107.0,20.59,19.38,18.1,1.04,-0.41,-0.25,17.88
7.0,11.0,12.0,106.92,20.68,18.97,17.68,0.66,0.08,-0.42,10.65
7.0,11.0,13.0,104.91,20.3,20.27,17.49,1.13,-0.46,-0.59,12.78
7.0,11.0,14.0,102.9,19.92,20.23,17.31,1.59,-1.0,-0.76,12.18
7.0,11.0,15.0,100.9,19.54,20.42,17.12,2.06,-1.54,-0.93,8.15
7.0,11.0,16.0,105.2,20.72,21.68,17.43,2.02,-1.45,-0.63,6.8
7.0,11.0,17.0,109.49,21.9,21.01,17.74,1.99,-1.37,-0.34,8.55
7.0,11.0,18.0,113.79,23.09,22.23,18.05,1.96,-1.29,-0.04,6.45
7.0,11.0,19.0,116.05,21.78,22.15,17.9,1.55,-1.17,0.07,5.78
7.0,11.0,20.0,118.3,20.47,23.36,17.75,1.15,-1.06,0.18,5.5
7.0,11.0,21.0,120.55,19.16,24.59,17.6,0.74,-0.94,0.3,13.45
7.0,11.0,22.0,125.48,20.21,26.15,17.48,0.81,-1.08,0.06,7.5
7.0,11.0,23.0,130.4,21.26,28.62,17.35,0.89,-1.23,-0.17,5.0
5.0,7.0,0.0,109.77,122.28,20.31,12.32,2.91,-2.42,-0.47,8.7
5.0,7.0,1.0,98.66,108.94,19.44,11.84,2.43,-2.35,-0.66,6.05
5.0,7.0,2.0,87.55,95.59,18.22,11.36,1.95,-2.27,-0.84,7.38
5.0,7.0,3.0,76.45,82.25,19.46,10.88,1.46,-2.19,-1.03,8.12
5.0,7.0,4.0,74.24,76.31,17.8,9.96,1.74,-1.88,-0.62,41.88
5.0,7.0,13.0,61.57,66.16,20.28,7.99,2.77,-2.25,-0.11,74.6
5.0,7.0,14.0,71.56,58.75,17.46,7.38,1.87,-2.15,0.07,24.98
5.0,7.0,15.0,81.55,51.34,17.32,6.78,0.97,-2.05,0.25,3.15
5.0,7.0,16.0,88.59,47.71,16.89,6.89,1.33,-2.26,0.39,1.55
5.0,7.0,17.0,95.64,44.08,20.13,7.0,1.7,-2.46,0.54,0.4
5.0,7.0,18.0,102.68,40.45,18.42,7.11,2.06,-2.67,0.68,2.4
5.0,7.0,19.0,90.51,48.34,16.21,7.45,2.3,-2.59,0.48,12.95
5.0,7.0,20.0,78.34,56.23,15.34,7.79,2.54,-2.51,0.29,13.0
5.0,7.0,21.0,66.16,64.12,17.3,8.14,2.78,-2.43,0.09,12.0
5.0,7.0,22.0,67.95,68.16,18.33,8.34,3.38,-2.52,0.27,17.17
5.0,7.0,23.0,69.74,72.19,17.08,8.54,3.99,-2.61,0.45,15.07
2.0,16.0,0.0,192.79,34.19,32.15,7.09,-1.1,2.58,-1.69,13.25
2.0,16.0,1.0,176.77,30.23,33.11,7.27,-0.16,1.71,-1.05,13.43
2.0,16.0,2.0,160.74,26.27,33.19,7.44,0.78,0.84,-0.41,15.15
2.0,16.0,3.0,144.72,22.32,33.42,7.62,1.73,-0.03,0.23,15.73
2.0,16.0,4.0,140.14,20.93,32.81,7.06,1.57,0.03,0.42,23.47
2.0,16.0,5.0,135.57,19.55,33.14,6.5,1.41,0.09,0.6,51.02
2.0,16.0,13.0,131.91,13.98,35.07,8.74,-5.21,1.42,-1.02,37.55
2.0,16.0,14.0,132.84,13.93,35.36,9.27,-5.01,1.77,-1.13,8.68
2.0,16.0,15.0,133.78,13.88,32.51,9.8,-4.82,2.12,-1.23,8.72
2.0,16.0,16.0,128.26,12.9,31.19,10.64,-4.72,2.29,-1.33,9.6
2.0,16.0,17.0,122.73,11.91,26.48,11.48,-4.62,2.45,-1.44,8.75
2.0,16.0,18.0,117.21,10.93,31.15,12.32,-4.52,2.62,-1.54,13.57
2.0,16.0,19.0,120.07,10.88,32.38,11.87,-4.67,2.62,-0.83,14.15
2.0,16.0,20.0,122.94,10.84,31.82,11.42,-4.82,2.62,-0.11,12.0
2.0,16.0,21.0,125.81,10.8,31.02,10.98,-4.96,2.62,0.61,12.32
2.0,16.0,22.0,122.65,10.42,28.92,10.99,-4.57,2.28,-0.13,9.35
2.0,16.0,23.0,119.48,10.03,31.74,11.01,-4.18,1.94,-0.88,10.07
7.0,29.0,0.0,92.14,35.92,36.82,10.89,1.86,-1.37,-0.83,8.97
7.0,29.0,1.0,100.08,32.29,35.69,10.01,1.73,-1.35,-0.98,20.07
7.0,29.0,2.0,108.02,28.67,37.31,9.13,1.6,-1.34,-1.12,15.5
7.0,29.0,3.0,115.96,25.05,37.63,8.25,1.46,-1.33,-1.27,12.4
7.0,29.0,4.0,114.66,29.98,36.98,8.14,1.58,-1.1,-1.01,17.05
7.0,29.0,5.0,113.36,34.91,39.22,8.04,1.7,-0.87,-0.75,21.38
7.0,29.0,6.0,112.07,39.85,39.48,7.93,1.82,-0.64,-0.49,24.8
7.0,29.0,7.0,108.12,36.56,40.9,8.21,1.93,-0.69,-0.62,32.77
7.0,29.0,8.0,104.18,33.27,41.42,8.49,2.04,-0.73,-0.75,42.27
7.0,29.0,9.0,100.24,29.99,42.91,8.76,2.14,-0.78,-0.87,59.02
7.0,29.0,10.0,114.16,27.14,42.72,7.49,1.68,-0.64,-1.06,50.12
7.0,29.0,11.0,128.09,24.3,43.51,6.22,1.21,-0.5,-1.24,39.38
7.0,29.0,12.0,142.02,21.45,42.68,4.95,0.75,-0.36,-1.42,31.65
7.0,29.0,13.0,138.68,28.92,40.52,5.23,0.74,-0.26,-0.99,25.92
7.0,29.0,14.0,135.34,36.39,40.43,5.51,0.74,-0.16,-0.56,14.25
7.0,29.0,15.0,132.0,43.86,39.96,5.79,0.73,-0.06,-0.13,12.4
7.0,29.0,16.0,137.17,42.93,39.07,5.94,1.06,-0.31,-0.37,12.68
7.0,29.0,17.0,142.34,41.99,41.44,6.09,1.4,-0.55,-0.62,13.55
7.0,29.0,18.0,147.51,41.06,42.88,6.24,1.73,-0.8,-0.86,14.1
7.0,29.0,19.0,156.74,34.91,44.22,6.05,1.47,-0.73,-0.9,31.38
7.0,29.0,20.0,165.98,28.77,43.78,5.85,1.21,-0.67,-0.95,18.8
7.0,29.0,21.0,175.22,22.63,44.35,5.65,0.95,-0.61,-0.99,34.23
7.0,29.0,22.0,176.93,35.71,44.85,5.74,1.37,-0.97,-1.06,11.45
7.0,29.0,23.0,178.65,48.79,44.53,5.84,1.8,-1.32,-1.13,10.75
4.0,27.0,0.0,166.41,16.27,29.86,7.14,0.69,-0.85,-1.78,9.9
4.0,27.0,1.0,172.48,16.26,24.26,7.29,-0.05,0.06,-1.94,9.68
4.0,27.0,2.0,178.55,16.26,24.57,7.45,-0.79,0.98,-2.1,11.75
4.0,27.0,3.0,184.62,16.26,28.03,7.6,-1.53,1.89,-2.27,73.92
4.0,27.0,14.0,160.47,16.21,37.04,7.49,-0.58,1.13,-2.43,26.65
4.0,27.0,15.0,166.47,16.75,37.73,7.71,-2.01,2.2,-2.47,3.25
4.0,27.0,16.0,169.99,16.54,38.97,7.72,-1.15,1.09,-2.6,3.48
4.0,27.0,17.0,173.51,16.33,38.62,7.74,-0.28,-0.02,-2.73,2.92
4.0,27.0,18.0,177.03,16.13,38.57,7.76,0.58,-1.12,-2.86,3.72
4.0,27.0,19.0,180.76,17.24,39.23,8.03,1.19,-1.45,-2.33,7.47
4.0,27.0,20.0,184.48,18.35,37.47,8.3,1.81,-1.77,-1.79,9.0
4.0,27.0,21.0,188.21,19.46,33.54,8.57,2.42,-2.09,-1.26,5.83
4.0,27.0,22.0,191.69,20.44,33.82,8.59,2.65,-1.99,-1.62,5.47
4.0,27.0,23.0,195.18,21.43,34.9,8.62,2.89,-1.88,-1.97,4.65
2.0,29.0,0.0,48.79,61.65,31.52,21.46,-0.86,0.23,-0.83,14.85
2.0,29.0,1.0,40.67,83.52,31.26,21.25,0.01,-0.14,-0.43,10.05
2.0,29.0,2.0,32.55,105.39,31.79,21.04,0.87,-0.5,-0.04,6.57
2.0,29.0,3.0,24.42,127.27,31.37,20.83,1.74,-0.86,0.36,12.03
2.0,29.0,4.0,30.6,110.06,32.13,20.72,1.55,-0.83,0.14,21.43
2.0,29.0,5.0,36.78,92.86,29.56,20.61,1.37,-0.79,-0.07,26.22
2.0,29.0,6.0,42.96,75.65,29.68,20.5,1.18,-0.76,-0.29,32.55
2.0,29.0,7.0,43.03,62.71,30.1,20.35,1.06,-0.71,-0.2,42.15
2.0,29.0,8.0,43.11,49.77,30.12,20.21,0.95,-0.66,-0.12,61.38
2.0,29.0,9.0,43.19,36.83,31.11,20.06,0.83,-0.61,-0.04,60.3
2.0,29.0,10.0,40.08,40.82,30.94,20.37,1.01,-0.82,0.14,60.85
2.0,29.0,11.0,36.97,44.82,30.84,20.67,1.19,-1.03,0.31,49.88
2.0,29.0,12.0,33.86,48.81,33.67,20.98,1.36,-1.24,0.49,40.23
2.0,29.0,13.0,34.17,48.28,31.27,21.11,1.29,-0.94,0.95,29.12
2.0,29.0,14.0,34.48,47.75,29.35,21.24,1.21,-0.63,1.41,14.38
2.0,29.0,15.0,34.79,47.22,29.57,21.37,1.13,-0.32,1.87,13.8
2.0,29.0,16.0,34.28,48.11,31.14,21.1,0.69,-0.73,1.63,19.65
2.0,29.0,17.0,33.78,49.0,32.22,20.84,0.24,-1.13,1.4,21.55
2.0,29.0,18.0,33.27,49.88,30.03,20.57,-0.2,-1.54,1.17,21.65
2.0,29.0,19.0,33.29,79.92,29.27,20.95,0.32,-1.55,0.7,26.65
2.0,29.0,20.0,33.3,109.95,29.45,21.32,0.84,-1.56,0.24,31.1
2.0,29.0,21.0,33.32,139.99,29.77,21.7,1.36,-1.58,-0.23,22.27
7.0,11.0,0.0,152.8,14.04,29.97,22.03,1.5,-2.39,-2.7,18.73
7.0,11.0,1.0,150.66,15.64,29.65,22.15,0.84,-1.84,-2.21,17.13
7.0,11.0,2.0,148.53,17.23,29.06,22.27,0.18,-1.28,-1.71,28.38
7.0,11.0,3.0,146.39,18.82,28.5,22.38,-0.48,-0.72,-1.22,31.32
7.0,11.0,4.0,141.54,20.58,28.59,22.23,-0.8,-0.22,-2.09,28.92
7.0,11.0,5.0,136.69,22.34,28.06,22.07,-1.11,0.28,-2.95,40.02
7.0,11.0,6.0,131.83,24.09,26.69,21.91,-1.43,0.78,-3.82,43.92
7.0,11.0,7.0,151.66,25.99,28.86,22.0,-0.83,0.5,-3.07,47.55
7.0,11.0,8.0,171.48,27.88,29.44,22.09,-0.22,0.21,-2.33,73.22
7.0,11.0,9.0,191.3,29.78,30.36,22.17,0.38,-0.07,-1.59,68.42
7.0,11.0,10.0,165.42,32.96,30.57,21.82,1.18,-0.68,-2.06,65.42
7.0,11.0,11.0,139.53,36.15,31.02,21.46,1.98,-1.29,-2.54,59.67
7.0,11.0,12.0,113.65,39.33,31.46,21.11,2.78,-1.9,-3.01,63.88
7.0,11.0,13.0,120.92,34.11,30.01,21.07,2.87,-2.0,-2.4,44.48
7.0,11.0,14.0,128.19,28.88,28.59,21.03,2.97,-2.09,-1.79,47.1
7.0,11.0,15.0,135.46,23.66,25.05,20.99,3.06,-2.19,-1.17,25.57
7.0,11.0,16.0,130.81,19.5,25.38,20.68,2.79,-1.86,-1.61,37.27
7.0,11.0,17.0,126.17,15.35,24.5,20.37,2.52,-1.52,-2.04,33.67
7.0,11.0,18.0,121.52,11.2,22.94,20.07,2.24,-1.19,-2.47,37.75
7.0,11.0,19.0,115.15,10.64,25.99,19.51,1.91,-1.37,-2.41,28.35
7.0,11.0,20.0,108.77,10.08,27.83,18.96,1.57,-1.56,-2.35,19.1
7.0,11.0,21.0,102.4,9.53,27.76,18.41,1.23,-1.75,-2.29,35.92
7.0,11.0,22.0,107.55,10.22,27.18,19.48,1.68,-2.14,-2.48,25.68
7.0,11.0,23.0,112.71,10.91,28.37,20.55,2.13,-2.53,-2.67,16.68
9.0,8.0,0.0,16.31,67.57,15.68,7.4,-2.18,0.32,1.36,10.05
9.0,8.0,1.0,17.01,69.61,12.66,7.36,-1.05,0.25,1.32,10.75
9.0,8.0,2.0,17.71,71.65,13.95,7.32,0.08,0.18,1.29,8.47
9.0,8.0,3.0,18.41,73.69,14.21,7.29,1.21,0.1,1.26,13.15
9.0,8.0,4.0,21.66,73.35,10.72,7.18,1.17,-0.54,1.15,21.45
9.0,8.0,5.0,24.91,73.01,11.29,7.07,1.13,-1.18,1.04,36.77
9.0,8.0,6.0,28.15,72.66,11.7,6.96,1.09,-1.83,0.93,59.17
9.0,8.0,7.0,21.75,90.69,9.89,6.92,1.32,-2.0,0.83,77.22
9.0,8.0,8.0,15.35,108.72,9.86,6.88,1.55,-2.17,0.74,66.2
9.0,8.0,9.0,8.95,126.75,9.64,6.84,1.79,-2.34,0.64,53.65
9.0,8.0,10.0,6.16,130.79,9.62,6.98,0.6,-1.8,0.7,48.62
9.0,8.0,11.0,3.38,134.83,12.6,7.12,-0.59,-1.26,0.75,41.5
9.0,8.0,12.0,0.6,138.86,12.77,7.26,-1.78,-0.73,0.81,39.27
9.0,8.0,13.0,6.39,122.66,14.16,7.35,-2.14,-0.5,1.08,31.68
9.0,8.0,14.0,12.18,106.45,14.51,7.44,-2.49,-0.27,1.36,23.45
9.0,8.0,15.0,17.97,90.25,12.5,7.53,-2.85,-0.04,1.63,22.52
9.0,8.0,16.0,16.05,86.63,13.31,7.44,-0.9,-0.7,1.59,25.6
9.0,8.0,17.0,14.13,83.01,15.1,7.34,1.04,-1.35,1.54,14.3
9.0,8.0,18.0,12.21,79.4,12.0,7.24,2.99,-2.01,1.49,11.62
9.0,8.0,19.0,13.33,76.58,11.06,7.32,2.8,-1.92,1.05,12.83
9.0,8.0,20.0,14.45,73.76,10.72,7.39,2.61,-1.84,0.61,13.9
9.0,8.0,21.0,15.57,70.94,10.92,7.46,2.42,-1.75,0.17,18.07
9.0,8.0,22.0,10.83,99.75,9.93,7.4,2.32,-1.57,0.75,12.93
9.0,8.0,23.0,6.09,128.55,11.56,7.34,2.22,-1.39,1.33,12.17
1.0,29.0,0.0,38.81,60.0,28.55,8.22,-0.78,-2.0,-0.43,4.62
1.0,29.0,1.0,26.86,79.76,29.23,8.34,-0.42,-1.88,-0.3,4.1
1.0,29.0,2.0,14.9,99.53,31.52,8.47,-0.05,-1.75,-0.18,4.85
1.0,29.0,3.0,2.94,119.3,31.23,8.59,0.32,-1.63,-0.05,4.35
1.0,29.0,4.0,4.05,116.86,30.63,8.63,0.31,-1.86,0.09,4.95
1.0,29.0,5.0,5.16,114.42,31.03,8.67,0.3,-2.1,0.23,5.55
1.0,29.0,6.0,6.26,111.98,28.45,8.72,0.29,-2.33,0.38,6.38
1.0,29.0,7.0,11.09,99.51,29.06,8.5,0.49,-2.19,0.18,9.22
1.0,29.0,8.0,15.91,87.04,28.9,8.28,0.68,-2.06,-0.02,13.88
1.0,29.0,9.0,20.74,74.57,30.87,8.07,0.88,-1.92,-0.22,17.38
1.0,29.0,10.0,26.15,74.13,31.48,8.27,1.02,-1.78,-0.14,20.38
1.0,29.0,11.0,31.55,73.7,31.04,8.48,1.16,-1.64,-0.05,20.18
1.0,29.0,12.0,36.96,73.26,34.1,8.69,1.3,-1.49,0.03,14.45
1.0,29.0,13.0,39.03,70.3,31.56,8.67,1.23,-1.53,-0.16,7.22
1.0,29.0,14.0,41.1,67.33,30.37,8.66,1.16,-1.57,-0.36,4.6
1.0,29.0,15.0,43.17,64.36,29.81,8.65,1.09,-1.61,-0.55,4.5
1.0,29.0,16.0,35.54,66.02,29.67,8.51,1.27,-1.49,-0.73,4.6
1.0,29.0,17.0,27.91,67.68,29.1,8.37,1.46,-1.38,-0.9,4.72
1.0,29.0,18.0,20.28,69.34,30.61,8.23,1.65,-1.27,-1.08,4.18
1.0,29.0,19.0,19.74,70.3,29.58,8.18,1.6,-1.48,-0.88,4.25
1.0,29.0,20.0,19.2,71.27,29.82,8.14,1.55,-1.69,-0.68,4.8
1.0,29.0,21.0,18.66,72.23,30.41,8.09,1.5,-1.9,-0.48,4.85
1.0,29.0,22.0,14.77,100.67,29.33,8.32,0.99,-1.55,-0.71,4.47
1.0,29.0,23.0,10.89,129.11,32.1,8.56,0.48,-1.19,-0.94,4.78
1.0,29.0,0.0,39.9,67.97,39.9,8.06,-0.45,-0.49,1.1,3.3
1.0,29.0,1.0,37.08,64.12,40.14,8.38,-0.35,-0.66,1.21,3.75
1.0,29.0,2.0,34.26,60.27,35.64,8.69,-0.25,-0.83,1.33,3.27
1.0,29.0,3.0,31.44,56.42,37.27,9.01,-0.15,-1.0,1.45,3.95
1.0,29.0,4.0,37.86,52.43,34.59,9.1,0.19,-0.91,1.4,10.53
1.0,29.0,5.0,44.27,48.44,34.84,9.19,0.53,-0.81,1.36,29.43
1.0,29.0,6.0,50.69,44.45,35.95,9.28,0.87,-0.71,1.31,51.3
1.0,29.0,7.0,50.8,50.44,35.98,8.84,0.84,-0.88,1.47,67.3
1.0,29.0,8.0,50.91,56.42,29.72,8.4,0.82,-1.05,1.64,68.2
1.0,29.0,9.0,51.01,62.41,33.31,7.96,0.79,-1.22,1.8,67.97
1.0,29.0,10.0,51.01,56.08,30.92,7.49,0.5,-1.14,1.63,69.08
1.0,29.0,11.0,51.0,49.75,30.6,7.01,0.2,-1.06,1.47,63.25
1.0,29.0,12.0,50.99,43.42,33.86,6.54,-0.09,-0.99,1.3,44.2
1.0,29.0,13.0,52.24,48.74,35.74,6.66,-0.63,-0.69,1.33,8.58
1.0,29.0,14.0,53.5,54.06,36.63,6.79,-1.16,-0.39,1.35,3.33
1.0,29.0,15.0,54.75,59.38,37.22,6.91,-1.7,-0.1,1.38,4.03
1.0,29.0,16.0,53.19,59.83,37.27,6.81,-2.14,0.21,1.56,3.27
1.0,29.0,17.0,51.62,60.27,37.05,6.71,-2.59,0.52,1.74,3.15
1.0,29.0,18.0,50.06,60.72,36.45,6.61,-3.03,0.82,1.92,3.08
1.0,29.0,19.0,52.65,59.3,36.62,6.67,-2.45,0.8,1.9,3.38
1.0,29.0,20.0,55.24,57.89,37.86,6.73,-1.87,0.77,1.87,5.3
1.0,29.0,21.0,57.82,56.47,39.02,6.78,-1.29,0.75,1.85,23.4
1.0,29.0,22.0,62.62,65.83,40.29,6.75,-1.02,0.22,1.71,29.88
1.0,29.0,23.0,67.43,75.18,39.63,6.73,-0.75,-0.31,1.57,32.65
6.0,9.0,0.0,57.79,128.51,12.6,7.62,2.1,-1.13,-0.36,9.95
6.0,9.0,1.0,49.59,121.39,13.59,7.51,1.94,-1.23,-0.51,6.97
6.0,9.0,2.0,41.4,114.28,12.13,7.39,1.78,-1.32,-0.65,9.25
6.0,9.0,3.0,33.2,107.17,11.57,7.27,1.63,-1.41,-0.8,15.55
6.0,9.0,4.0,32.29,103.22,11.3,7.09,1.86,-1.28,-0.28,28.73
6.0,9.0,5.0,31.37,99.28,11.43,6.9,2.09,-1.14,0.23,35.7
6.0,9.0,6.0,30.46,95.33,13.38,6.72,2.32,-1.01,0.75,37.62
6.0,9.0,7.0,30.57,89.65,12.91,6.33,2.27,-0.67,0.56,38.58
6.0,9.0,8.0,30.69,83.97,12.72,5.94,2.22,-0.33,0.37,40.62
6.0,9.0,9.0,30.81,78.29,13.24,5.55,2.16,0.0,0.18,43.33
6.0,9.0,10.0,36.52,75.59,13.41,5.67,1.89,-0.58,-0.44,43.8
6.0,9.0,11.0,42.22,72.89,12.77,5.79,1.61,-1.16,-1.07,40.7
6.0,9.0,12.0,47.93,70.19,14.66,5.91,1.34,-1.74,-1.69,35.7
6.0,9.0,13.0,45.28,69.96,15.25,5.64,1.63,-1.5,-0.9,30.55
6.0,9.0,14.0,42.64,69.73,12.62,5.37,1.92,-1.25,-0.1,15.88
6.0,9.0,15.0,40.0,69.5,12.43,5.1,2.21,-1.0,0.69,1.93
6.0,9.0,16.0,41.89,74.11,10.83,5.29,0.93,-0.98,0.4,1.8
6.0,9.0,17.0,43.78,78.72,11.52,5.48,-0.35,-0.97,0.11,1.52
6.0,9.0,18.0,45.68,83.33,11.94,5.66,-1.63,-0.95,-0.18,3.23
6.0,9.0,19.0,45.79,93.08,12.95,5.94,-1.83,-0.38,0.21,2.6
6.0,9.0,20.0,45.91,102.82,12.52,6.22,-2.03,0.19,0.6,1.5
6.0,9.0,21.0,46.02,112.57,12.24,6.5,-2.23,0.76,1.0,7.87
6.0,9.0,22.0,45.34,115.11,12.13,6.54,-2.14,0.58,0.89,18.85
6.0,9.0,23.0,44.67,117.64,11.36,6.59,-2.06,0.39,0.78,32.2
10.0,26.0,0.0,27.36,72.65,13.65,7.63,-3.4,1.87,1.21,16.07
10.0,26.0,1.0,30.49,67.8,13.81,7.7,-2.91,1.65,1.04,8.47
10.0,26.0,2.0,33.63,62.95,16.85,7.77,-2.41,1.42,0.87,8.25
10.0,26.0,3.0,36.76,58.1,15.77,7.85,-1.92,1.2,0.7,12.8
10.0,26.0,4.0,50.44,46.51,15.32,7.61,-0.6,0.56,0.62,28.75
10.0,26.0,5.0,64.13,34.93,16.01,7.37,0.72,-0.09,0.54,44.4
10.0,26.0,6.0,77.81,23.34,16.59,7.13,2.04,-0.73,0.46,75.1
10.0,26.0,12.0,0.0,156.0,20.83,7.92,2.03,-0.55,1.82,68.85
10.0,26.0,13.0,0.87,137.57,19.48,8.09,1.99,-0.59,1.55,18.52
10.0,26.0,14.0,1.74,119.14,20.53,8.26,1.96,-0.63,1.28,20.3
10.0,26.0,15.0,2.61,100.72,17.93,8.43,1.92,-0.67,1.0,19.9
10.0,26.0,16.0,1.79,153.73,18.82,8.57,2.46,-0.86,1.05,16.98
10.0,26.0,20.0,12.88,134.14,18.2,8.62,2.48,-0.71,1.15,20.73
10.0,26.0,21.0,19.24,71.33,18.23,8.51,1.96,-0.45,1.16,17.85
10.0,26.0,22.0,23.92,62.4,18.91,8.82,2.59,-0.87,0.98,17.15
10.0,26.0,23.0,28.6,53.47,19.2,9.13,3.23,-1.29,0.79,11.93
5.0,15.0,0.0,22.01,164.39,29.95,15.56,-0.37,1.73,-0.25,10.18
5.0,15.0,1.0,14.81,165.05,30.51,15.95,-0.51,1.71,-0.38,6.7
5.0,15.0,2.0,7.6,165.72,30.29,16.35,-0.64,1.7,-0.51,5.92
5.0,15.0,3.0,0.39,166.39,29.75,16.74,-0.78,1.69,-0.64,8.18
5.0,15.0,9.0,3.22,159.26,24.81,15.81,-2.59,2.42,-0.61,37.9
5.0,15.0,10.0,2.15,161.06,26.55,16.19,-3.12,2.34,-0.52,39.88
5.0,15.0,11.0,1.08,162.85,28.8,16.57,-3.64,2.25,-0.43,37.5
5.0,15.0,12.0,0.01,164.64,31.27,16.96,-4.17,2.17,-0.33,32.7
5.0,15.0,13.0,11.48,154.5,29.66,17.59,-3.87,1.7,-0.38,25.17
5.0,15.0,14.0,22.94,144.36,29.9,18.23,-3.57,1.23,-0.43,12.57
5.0,15.0,15.0,34.41,134.23,28.34,18.86,-3.27,0.77,-0.48,6.95
5.0,15.0,16.0,29.22,142.42,27.8,18.91,-3.05,1.3,-0.46,10.6
5.0,15.0,17.0,24.03,150.62,29.52,18.95,-2.83,1.83,-0.45,20.43
5.0,15.0,18.0,18.85,158.81,28.46,19.0,-2.61,2.37,-0.43,21.7
5.0,15.0,19.0,18.96,145.96,29.32,19.21,-2.59,2.03,-0.33,21.48
5.0,15.0,20.0,19.08,133.1,30.53,19.43,-2.57,1.69,-0.23,22.0
5.0,15.0,21.0,19.2,120.25,28.73,19.64,-2.55,1.35,-0.13,21.3
5.0,15.0,22.0,20.45,133.71,31.18,19.36,-2.77,1.41,-0.31,17.9
5.0,15.0,23.0,21.71,147.18,32.77,19.08,-3.0,1.47,-0.48,14.77
1.0,28.0,0.0,108.59,85.43,32.35,7.14,1.39,0.59,-2.73,3.65
1.0,28.0,1.0,109.2,87.5,33.59,7.2,1.57,0.72,-2.19,4.95
1.0,28.0,2.0,109.81,89.57,35.99,7.26,1.75,0.86,-1.64,4.55
1.0,28.0,3.0,110.42,91.64,38.01,7.33,1.93,0.99,-1.09,3.52
1.0,28.0,4.0,75.09,127.71,39.2,7.89,2.37,0.66,-0.96,5.15
1.0,28.0,5.0,39.77,163.79,37.16,8.45,2.8,0.33,-0.84,14.18
1.0,28.0,7.0,20.17,147.83,38.92,8.93,3.71,-0.48,-1.21,51.65
1.0,28.0,8.0,35.89,95.8,39.77,8.84,4.18,-0.97,-1.7,67.67
1.0,28.0,11.0,34.87,51.23,41.42,9.36,2.88,-0.98,-2.66,71.88
1.0,28.0,12.0,26.5,54.96,41.47,9.67,1.99,-0.74,-2.89,42.98
1.0,28.0,13.0,33.7,51.52,41.46,9.94,-0.25,0.66,-2.94,5.75
1.0,28.0,14.0,40.9,48.07,40.81,10.21,-2.49,2.07,-2.99,4.05
1.0,28.0,16.0,40.04,47.39,41.34,10.06,-4.92,3.24,-1.94,3.62
1.0,28.0,17.0,31.99,50.14,42.18,9.64,-5.1,3.0,-0.83,3.9
1.0,28.0,18.0,23.93,52.9,41.87,9.22,-5.29,2.77,0.27,3.6
1.0,28.0,19.0,39.98,44.62,41.89,8.55,-3.54,1.97,0.16,3.45
1.0,28.0,20.0,56.02,36.35,37.87,7.88,-1.8,1.17,0.04,2.6
1.0,28.0,21.0,72.07,28.07,40.55,7.21,-0.06,0.37,-0.08,3.68
1.0,28.0,22.0,71.1,34.79,34.4,7.47,-0.31,0.24,-0.86,2.6
1.0,28.0,23.0,70.12,41.52,33.73,7.73,-0.55,0.11,-1.63,2.95
9.0,19.0,0.0,25.68,80.94,26.91,10.73,1.61,-2.38,1.43,7.18
